id,Product_code,UPC_code,Manufacturer,Model,Product_name,shortDescription,longDescription,additionalImageURLs,Product_type_code,Image_URL,Thumbnail,Color,Selling_Price,Regular_Price,Primary_Category_ID,Sales_rank_short,Sales_rank_medium,Sales_rank_long,Bestseller_rank,OnSale,TopRated,AvailableInStore,FreeShipping,AverageReviewRating,ReviewCount,created_at,updated_at,cat1,cat2,cat3,cat4,cat5
144,5876115,17817770613,Bose?,789564-0010,Bose? - QuietComfort 35 Wireless Noise Cancelling Headphones II - Black,QC35II headphones and QC35 II headphonesRenowned noise cancelling headphones - with Bose ARWireless with wired connection also available via provided audio cableBluetooth built inGoogle Assistant and Alexa built in,"QuietComfort&#174; 35 wireless noise cancelling headphones II are engineered with world-class noise cancellation. And now they're even better. With your Google Assistant and Amazon Alexa built-in, you can control music, send and receive texts, and get answers using just your voice. Be free from wires by connecting to your devices with Bluetooth&#174; and NFC pairing, and enjoy up to 20 hours of wireless listening per charge. And they feature Bose AR, a first-of-its-kind audio augmented reality platform.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876115_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876115fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876115_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876115_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876115cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876115_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876115_s.gif,Black,349.99,349.99,63,402,380,322,325,0,1,1,1,4.8,5951,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
145,5876118,17817770620,Bose?,789564-0020,Bose? - QuietComfort 35 Wireless Noise Cancelling Headphones II - Silver,QC35II headphones and QC35 II headphonesRenowned noise cancelling headphones - with Bose ARWireless with wired connection also available via provided audio cableBluetooth built inGoogle Assistant and Alexa built in,"QuietComfort&#174; 35 wireless noise cancelling headphones II are engineered with world-class noise cancellation. And now they're even better. With your Google Assistant and Amazon Alexa built-in, you can control music, send and receive texts, and get answers using just your voice. Be free from wires by connecting to your devices with Bluetooth&#174; and NFC pairing, and enjoy up to 20 hours of wireless listening per charge. And they feature Bose AR, a first-of-its-kind audio augmented reality platform.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876118_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876118fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876118_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876118_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876118cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876118_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5876/5876118_s.gif,Silver,349.99,349.99,63,862,963,928,919,0,1,1,1,4.8,5951,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
146,5879402,8.78E+11,V-MODA,XFBT2-RGOLDB,V-MODA - Crossfade 2 Wireless Over-the-Ear Headphones - Rose Gold,Wireless range up to 33'; 50mm drivers; include carrying case and carabiner clip; microphone; foldable design; Bluetooth interface; stereo output mode; rechargeable battery (runs up to 14 hours),"Take audio to the next level with these V-MODA Crossfade II wireless headphones. Stylish, comfortable and equipped with Bluetooth, these headphones pair with a range of devices and work for up to 14 hours before requiring a recharge. Made with military-grade materials, these V-MODA Crossfade II wireless headphones withstand extreme temperatures and heavy use.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879402_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879402fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879402_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879402_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879402cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879402_ra.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879402_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879402_s.gif,Rose Gold,263.99,279.99,63,NULL,NULL,18025,19369,1,1,1,1,4.7,33,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
147,5879404,8.78E+11,V-MODA,FRZM-W-SILVER,V-MODA - Forza Metallo Wireless In-Ear Headphones - White silver,"Wireless range up to 33'; 5.8mm drivers; neodymium magnets; Bluetooth aptX technology; weatherproof; sweat resistant; volume, answer/end and play/pause controls; dynamic technology; include carrying pouch, 4 pairs of ear tips and 3 pairs of ActiveFlex sport fins; in-line microphone; Bluetooth connectivity; stereo output mode","Enjoy clear sound with these V-MODA Forza Metallo Wireless headphones. The aircraft-grade metal housing maximizes durability, and the wireless build and three-button remote eliminate tangled cords and let you use your device at a distance. Dual noise-suppressing microphones ensure these V-MODA Forza Metallo Wireless headphones deliver high-clarity sound for better voice calls.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879404_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879404fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879404_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879404_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879404cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879404_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879404_s.gif,White silver,169.98,169.98,63,NULL,NULL,41005,43935,0,0,1,1,4,3,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
148,5879406,8.78E+11,V-MODA,XFBT2-MWHITE,V-MODA - Crossfade 2 Wireless Over-the-Ear Headphones - Matte White,Wireless range up to 33'; 50mm drivers; include carrying case and carabiner clip; microphone; foldable design; Bluetooth interface; stereo output mode; rechargeable battery (runs up to 14 hours),"Immerse yourself in your favorite music with these V-MODA Crossfade wireless headphones. Their Bluetooth capability lets you stream music from compatible devices, and the passive noise isolation effectively shuts out sounds from the outside world. These V-MODA Crossfade wireless headphones also have a hidden mic for taking convenient, hands-free calls.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879406_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879406fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879406_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879406_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879406cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879406_ra.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879406_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5879/5879406_s.gif,Matte White,279.99,279.99,63,NULL,NULL,44326,47424,0,1,0,1,4.7,33,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
149,5880303,42005191161,Audio-Technica,AUD ATHANC20,Audio-Technica - QuietPoint ATH-ANC20 Wired On-Ear Noise Cancelling Headphones - Black,40mm drivers; include airplane adapter and protective pouch; foldable design; 3.5mm connector; 47.2" cord; stereo output mode,Stay focused on your music with Audio-Technica QuietPoint noise-cancelling headphones. These on-ear devices block 80 percent of background noise and combine excellent sound quality with soft ear coverings for all-day comfort. The folding design makes it simple to take Audio-Technica QuietPoint noise-cancelling headphones along with you to work or class.,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5880/5880303_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5880/5880303fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5880/5880303_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5880/5880303_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5880/5880303_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5880/5880303_s.gif,Black,49,49,63,27195,40178,27370,28369,0,0,1,1,4.5,2,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
150,5885200,1.81E+11,Innovative Technology,ITHW-858B,Innovative Technology - ITHW-858B Wireless Over-the-Ear Headphones - Black,"Volume control; include carrying case, wireless transmitter and stereo earbuds; stereo output mode","Experience clear audio without being tied down by cords by using these Innovative Technology wireless headphones. The adjustable design ensures a comfortable fit on your head, and installation is quick and easy for streamlined operation. These Innovative Technology wireless headphones come with bonus earbuds in a carrying case for versatile listening options.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5885/5885200_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5885/5885200fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5885/5885200_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5885/5885200_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5885/5885200cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5885/5885200_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5885/5885200_s.gif,Black,24.99,24.99,63,17503,15068,23101,20493,0,0,1,0,3.2,25,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
151,5886100,17817742511,Bose?,BOSE HEARPHONES CONVERSATION H,Bose? - Hearphones·Conversation-Enhancing Headphones - Black,Active Noise Reduction; StayHear&#174;+ tips; Bluetooth pairing; Bose&#174; Hear app; directional microphones; sweat-resistant; up to 10 hours of use per charge,"Hear the world on your terms by controlling the sound around you. Innovative technologies in Bose&#174; Hearphones&#8482; amplify softer sounds, let you turn down the distractions in noisy environments and focus on what you want to hear.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5886/5886100_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5886/5886100fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5886/5886100_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5886/5886100_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5886/5886100cv12d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5886/5886100_rd.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5886/5886100_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5886/5886100_s.gif,Black,499.99,499.99,63,9174,9917,11512,11124,0,0,1,1,4.3,92,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
152,5896700,4.96E+12,Audio-Technica,AUD ATHAR3BTWH,Audio-Technica - SonicFuel? ATH-AR3BT On-Ear Wireless Headphones - White,"Wireless range up to 33'; 40mm drivers; Bluetooth 4.1 with aptX; NFC; foldable design; volume and playback controls; rechargeable battery, runs up to 30 hours; built-in microphone; detachable cable with in-line control/microphone","Experience high-quality full-range audio with these Audio-Technica wireless headphones. They have two 40mm drivers that produce mid and high frequencies with fidelity, and an easily accessible control switch lets you adjust the volume or answer calls easily. These Audio-Technica wireless headphones have 30 hours of battery life for extended listening sessions.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5896/5896700_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5896/5896700fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5896/5896700_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5896/5896700_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5896/5896700cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5896/5896700_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5896/5896700_s.gif,White,119,119,63,NULL,NULL,NULL,NULL,0,0,1,1,4.6,5,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
153,5899304,27242906891,Sony,MDREX155AP/B,Sony - EX155AP EX Series Wired In-Ear Headphones - Black,"9mm drivers; neodymium magnets; Y-type cord; dynamic technology; include cord adjuster and 3 pairs of ear tips (small, medium, large); in-line microphone; 3.5mm connector; stereo output mode","Enjoy your favorite tunes with these Sony in-ear headphones. The 9mm dome-type neodymium drivers deliver a powerful but balanced sound, and hybrid silicone earbuds provide a secure fit that's comfortable for long listening sessions. The lightweight design of these Sony in-ear headphones minimizes bulk, so you barely feel them in your ears.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899304_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899304fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899304_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899304_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899304_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899304_s.gif,Black,14.99,29.99,63,522,456,817,714,1,0,1,1,4.4,1542,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
154,5899305,27242906907,Sony,MDREX155AP/R,Sony - EX155AP EX Series Wired In-Ear Headphones - Red,"9mm drivers; neodymium magnets; Y-type cord; dynamic technology; include cord adjuster and 3 pairs of ear tips (small, medium, large); in-line microphone; 3.5mm connector; stereo output mode","Listen to music with these Sony in-ear headphones. Dome-type neodymium drivers deliver powerful audio to immerse you in a playlist, and the multifunctional control button lets you scroll through tunes from your smartphone. These Sony in-ear headphones have a flexible, Y-shaped cord that lets you move freely without worrying about tangles.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899305_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899305fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899305_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899305_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899305_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899305_s.gif,Red,14.99,29.99,63,NULL,24079,20617,21447,1,0,0,1,4.4,1542,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
155,5899310,27242906921,Sony,MDREX155AP/W,Sony - EX155AP EX Series Wired In-Ear Headphones - White,"9mm drivers; neodymium magnets; Y-type cord; dynamic technology; include cord adjuster and 3 pairs of ear tips (small, medium, large); in-line microphone; 3.5mm connector; stereo output mode","Listen to your favorite songs with these Sony in-ear headphones. Their built-in microphone lets you take calls or dictate notes hands-free, and their silicone earbuds are comfortable and fit securely in your ear for all-day use. These Sony in-ear headphones have a lightweight design to maximize portability for use during workouts or commutes.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899310_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899310fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899310_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899310_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899310_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5899/5899310_s.gif,White,14.99,29.99,63,1100,997,1607,1424,1,0,1,1,4.4,1542,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
156,5900011,6.73E+11,PreSonus,125088,PreSonus - Professional Monitoring Wired Headphones - black,Stereo - Mini-phone - Wired - 32 Ohm - 10 Hz 30 kHz - Gold Plated - Over-the-head - Binaural - Circumaural - 8.20 ft Cable,"Full-range headphones with big bass! PreSonus' high-definition HD7 headphones take advantage of a patented, semi-open sound chamber to deliver exceptionally deep low frequencies with a balanced and yet powerful bass punch. Accurate midrange and extended treble response let you pick out the fine details of a mix or track. The lightweight, ergonomic design adjusts to any head size, offering a comfortable listening experience during long recording sessions. Whether you're monitoring, tracking, mixing, or just listening for pleasure, you can expect impressive sonic performance from your HD7 headphones.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5900/5900011_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5900/5900011fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5900/5900011_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5900/5900011_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5900/5900011_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5900/5900011_s.gif,black,59.99,59.99,63,NULL,43791,47860,47059,0,0,1,1,5,1,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
157,5919703,5.71E+12,Bang & Olufsen,49354BBR,Bang & Olufsen - Beoplay H4 Wireless Over-the-Ear Headphones - Black,"Wireless range up to 33'; 40mm drivers; adjustable headband; braided fabric cord; volume, answer/end and play/pause controls; dynamic technology; include USB charging cable (25cm); microphone; Bluetooth 4.2 interface; 3.5mm connector; stereo output mode; rechargeable battery (runs up to 19 hours)","Listen to music without disturbing others by using these powerful Bang & Olufsen Beoplay over-ear headphones. The 40mm electro-dynamic driver delivers clear audio, and Bluetooth technology eliminate wires for less clutter. These Bang & Olufsen Beoplay over-ear headphones have a 19-hour battery life, so you can use them all day.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919703_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919703fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919703_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919703_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919703cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919703_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919703_s.gif,Black,299.99,299.99,63,20962,16077,19033,18617,0,0,1,1,4.3,62,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
158,5919906,92298928142,KIDdesigns,MA-140.EXV6,KIDdesigns - Disney Moana Islander Wired Over-the-Ear Headphones - White/Pink/Blue,Adjustable headband; 3.5mm connector; stereo output mode,"Experience the lure of the islands with these KIDdesigns Disney Moana headphones. Their built-in volume limiter ensures music is played within a safe decibel range, and the padded over-the-ear cups and adjustable headband provide long-wearing comfort. These KIDdesigns Disney Moana headphones are decorated in fun tropical colors and connect via a headphone jack.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919906_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919906fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919906_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919906_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919906cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919906ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919906_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5919/5919906_s.gif,White/Pink/Blue,19.99,19.99,63,5624,5134,5760,5670,0,0,1,0,4.3,2204,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
159,5920901,1.90E+11,Beats by Dr. Dre,MQ562LL/A,Beats by Dr. Dre - Beats Studio? Wireless Noise Cancelling Headphones - Matte Black,Beats Studio&#179; Wireless delivers premium sound through real-time audio calibration while blocking external noise with Pure Adaptive Noise Cancelling (Pure ANC),"Beats Studio&#179; Wireless headphones deliver a premium listening experience with Pure Adaptive Noise Cancelling (Pure ANC) to actively block external noise, and real-time audio calibration to preserve clarity, range, and emotion. It continuously pinpoints sounds to block while automatically responding to individual fit and music playback. The efficiency of the Apple W1 chip supports up to 22 hours of battery life with Pure ANC on, and Pure ANC off for low-power mode provides up to 40 hours of playback.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5920/5920901fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5920/5920901_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5920/5920901_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5920/5920901cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5920/5920901_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5920/5920901ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5920/5920901_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5920/5920901_r.gif,Matte Black,315.99,349.99,63,578,732,951,884,1,1,1,1,4.7,5725,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
160,5921000,1.90E+11,Beats by Dr. Dre,MQCY2LL/A,Beats by Dr. Dre - Beats Studio? Wireless Noise Cancelling Headphones - Blue,Beats Studio&#179; Wireless delivers premium sound through real-time audio calibration while blocking external noise with Pure Adaptive Noise Cancelling (Pure ANC),"Beats Studio&#179; Wireless headphones deliver a premium listening experience with Pure Adaptive Noise Cancelling (Pure ANC) to actively block external noise, and real-time audio calibration to preserve clarity, range, and emotion. It continuously pinpoints sounds to block while automatically responding to individual fit and music playback. The efficiency of the Apple W1 chip supports up to 22 hours of battery life with Pure ANC on, and Pure ANC off for low-power mode provides up to 40 hours of playback.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921000fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921000_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921000_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921000cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921000_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921000ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921000_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921000_r.gif,Blue,349.99,349.99,63,2412,2791,3057,3001,0,1,1,1,4.7,5725,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
161,5921006,1.90E+11,Beats by Dr. Dre,MQD02LL/A,Beats by Dr. Dre - Beats Studio? Wireless Noise Cancelling Headphones - Red,Beats Studio&#179; Wireless delivers premium sound through real-time audio calibration while blocking external noise with Pure Adaptive Noise Cancelling (Pure ANC),"Beats Studio&#179; Wireless headphones deliver a premium listening experience with Pure Adaptive Noise Cancelling (Pure ANC) to actively block external noise, and real-time audio calibration to preserve clarity, range, and emotion. It continuously pinpoints sounds to block while automatically responding to individual fit and music playback. The efficiency of the Apple W1 chip supports up to 22 hours of battery life with Pure ANC on, and Pure ANC off for low-power mode provides up to 40 hours of playback.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921006fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921006_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921006_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921006cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921006_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921006ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921006_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921006_r.gif,Red,349.99,349.99,63,1835,2168,3150,2857,0,1,1,1,4.7,5725,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
162,5921100,1.90E+11,Beats by Dr. Dre,MQ572LL/A,Beats by Dr. Dre - Beats Studio? Wireless Noise Cancelling Headphones - White,Beats Studio&#179; Wireless delivers premium sound through real-time audio calibration while blocking external noise with Pure Adaptive Noise Cancelling (Pure ANC),"Beats Studio&#179; Wireless headphones deliver a premium listening experience with Pure Adaptive Noise Cancelling (Pure ANC) to actively block external noise, and real-time audio calibration to preserve clarity, range, and emotion. It continuously pinpoints sounds to block while automatically responding to individual fit and music playback. The efficiency of the Apple W1 chip supports up to 22 hours of battery life with Pure ANC on, and Pure ANC off for low-power mode provides up to 40 hours of playback.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921100fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921100_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921100_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921100cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921100_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921100ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921100_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921100_r.gif,White,349.99,349.99,63,1877,2245,2764,2608,0,1,1,1,4.7,5725,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
163,5921101,1.90E+11,Beats by Dr. Dre,MQUF2LL/A,Beats by Dr. Dre - Beats Studio? Wireless Noise Cancelling Headphones - Shadow Gray,Beats Studio&#179; Wireless delivers premium sound through real-time audio calibration while blocking external noise with Pure Adaptive Noise Cancelling (Pure ANC),"Beats Studio&#179; Wireless headphones deliver a premium listening experience with Pure Adaptive Noise Cancelling (Pure ANC) to actively block external noise, and real-time audio calibration to preserve clarity, range, and emotion. It continuously pinpoints sounds to block while automatically responding to individual fit and music playback. The efficiency of the Apple W1 chip supports up to 22 hours of battery life with Pure ANC on, and Pure ANC off for low-power mode provides up to 40 hours of playback.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921101fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921101_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921101_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921101cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921101_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921101ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921101_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5921/5921101_r.gif,Shadow Gray,349.99,349.99,63,670,808,1046,979,0,1,1,1,4.7,5725,21/01/2020 15:29,28/01/2020 14:27,Audio,Headphones,All Headphones,,
